transaction_id,customer_id,transaction_date,channel,product_category,quantity,unit_price,total_amount
TXN0001723,CUST00237,2026-04-22,Website,Home & Kitchen,4,56.23,224.9
TXN0001724,CUST00237,2025-09-24,In-Store,Beauty,1,46.14,46.14
TXN0001725,CUST00238,2026-07-30,Website,Toys,4,6.75,27.01
TXN0001726,CUST00238,2026-04-06,Website,Toys,2,6.53,13.06
TXN0001727,CUST00238,2026-03-09,In-Store,Home & Kitchen,3,66.42,199.26
TXN0001728,CUST00238,2026-04-12,Mobile App,Books,3,3.33,10.0
TXN0001729,CUST00238,2026-03-01,In-Store,Toys,2,13.54,27.07
TXN0001730,CUST00238,2026-03-31,In-Store,Books,2,8.32,16.64
TXN0001731,CUST00238,2026-06-25,Website,Apparel,1,51.98,51.98
TXN0001732,CUST00238,2025-11-28,Website,Toys,2,39.85,79.7
TXN0001733,CUST00238,2026-08-07,Mobile App,Groceries,1,18.81,18.81
TXN0001734,CUST00238,2025-10-25,Website,Books,3,6.31,18.94
TXN0001735,CUST00238,2025-11-07,Website,Sports & Outdoors,4,59.09,236.36
TXN0001736,CUST00238,2026-06-22,Mobile App,Home & Kitchen,4,72.59,290.37
TXN0001737,CUST00238,2026-06-09,Website,Books,2,17.17,34.34
TXN0001738,CUST00238,2026-02-02,Website,Home & Kitchen,3,36.88,110.65
TXN0001739,CUST00238,2026-03-11,Website,Toys,4,21.18,84.71
TXN0001740,CUST00238,2026-05-04,In-Store,Apparel,4,30.48,121.92
TXN0001741,CUST00238,2025-11-01,Website,Electronics,2,395.59,791.18
TXN0001742,CUST00238,2026-06-23,Mobile App,Apparel,2,9.96,19.93
TXN0001743,CUST00238,2026-07-16,Mobile App,Home & Kitchen,2,94.13,188.26
TXN0001744,CUST00239,2026-07-18,Website,Beauty,1,97.46,97.46
TXN0001745,CUST00239,2026-04-13,Website,Sports & Outdoors,3,6.27,18.8
TXN0001746,CUST00239,2025-08-27,Mobile App,Apparel,4,27.35,109.41
TXN0001747,CUST00240,2026-01-26,Mobile App,Sports & Outdoors,4,52.41,209.62
TXN0001748,CUST00240,2026-01-27,Mobile App,Sports & Outdoors,2,20.82,41.64
TXN0001749,CUST00240,2026-04-30,Mobile App,Sports & Outdoors,2,28.29,56.57
TXN0001750,CUST00240,2026-03-26,Mobile App,Books,4,4.28,17.12
TXN0001751,CUST00240,2026-05-11,Mobile App,Apparel,1,149.37,149.37
TXN0001752,CUST00240,2026-02-07,Website,Electronics,4,128.05,512.2
TXN0001753,CUST00240,2026-06-05,Website,Apparel,1,100.53,100.53
TXN0001754,CUST00241,2026-01-22,Website,Books,4,3.69,14.78
TXN0001755,CUST00241,2026-04-11,Mobile App,Apparel,4,10.35,41.4
TXN0001756,CUST00241,2026-07-26,In-Store,Sports & Outdoors,4,60.6,242.39
TXN0001757,CUST00241,2026-01-19,Mobile App,Books,3,2.75,8.24
TXN0001758,CUST00241,2026-08-04,In-Store,Groceries,3,8.36,25.07
TXN0001759,CUST00241,2026-02-28,Website,Books,1,29.55,29.55
TXN0001760,CUST00241,2026-08-16,In-Store,Books,1,9.05,9.05
TXN0001761,CUST00241,2026-01-31,Website,Sports & Outdoors,3,70.86,212.58
TXN0001762,CUST00241,2025-11-13,Website,Books,4,3.94,15.74
TXN0001763,CUST00242,2025-08-29,Mobile App,Books,4,8.63,34.51
TXN0001764,CUST00242,2026-08-17,Website,Books,2,19.64,39.28
TXN0001765,CUST00242,2026-01-19,Mobile App,Sports & Outdoors,4,34.14,136.56
TXN0001766,CUST00242,2025-10-11,Website,Home & Kitchen,4,40.3,161.19
TXN0001767,CUST00242,2025-12-10,In-Store,Groceries,2,33.9,67.8
TXN0001768,CUST00242,2026-01-06,In-Store,Beauty,1,18.39,18.39
TXN0001769,CUST00242,2026-03-12,Mobile App,Home & Kitchen,1,27.79,27.79
TXN0001770,CUST00242,2025-09-15,Mobile App,Electronics,2,303.38,606.75
TXN0001771,CUST00242,2026-05-07,In-Store,Sports & Outdoors,2,29.42,58.84
TXN0001772,CUST00242,2026-06-18,Website,Beauty,4,18.84,75.37
TXN0001773,CUST00242,2026-01-03,In-Store,Electronics,2,128.11,256.22
TXN0001774,CUST00243,2026-07-18,Mobile App,Apparel,1,29.98,29.98
TXN0001775,CUST00243,2026-07-19,Website,Groceries,2,12.32,24.65
TXN0001776,CUST00243,2026-02-11,Website,Toys,2,38.78,77.57
TXN0001777,CUST00243,2026-06-08,Website,Toys,4,18.41,73.64
TXN0001778,CUST00243,2026-03-22,Website,Apparel,4,10.85,43.39
TXN0001779,CUST00243,2026-03-03,Website,Sports & Outdoors,4,40.97,163.88
TXN0001780,CUST00243,2026-03-20,In-Store,Home & Kitchen,2,51.83,103.65
TXN0001781,CUST00243,2026-03-19,Mobile App,Electronics,3,45.97,137.91
TXN0001782,CUST00244,2026-03-11,Mobile App,Electronics,3,56.26,168.79
TXN0001783,CUST00244,2026-04-22,In-Store,Beauty,1,64.55,64.55
TXN0001784,CUST00244,2026-02-13,Mobile App,Home & Kitchen,3,26.86,80.57
TXN0001785,CUST00245,2025-11-02,In-Store,Electronics,2,147.82,295.65
TXN0001786,CUST00246,2026-01-12,Mobile App,Home & Kitchen,4,23.73,94.93
TXN0001787,CUST00246,2026-07-25,Website,Apparel,3,20.68,62.05
TXN0001788,CUST00246,2026-06-25,Mobile App,Toys,4,11.22,44.88
TXN0001789,CUST00246,2025-10-21,In-Store,Groceries,3,5.99,17.97
TXN0001790,CUST00247,2026-08-21,Website,Groceries,2,8.71,17.42
TXN0001791,CUST00247,2026-04-25,In-Store,Toys,4,11.17,44.68
TXN0001792,CUST00247,2025-10-14,Mobile App,Groceries,1,66.19,66.19
TXN0001793,CUST00247,2025-09-21,Mobile App,Books,3,4.8,14.39
TXN0001794,CUST00247,2025-09-01,Website,Apparel,1,75.67,75.67
TXN0001795,CUST00247,2026-05-13,In-Store,Groceries,3,16.34,49.02
TXN0001796,CUST00247,2026-02-18,Mobile App,Sports & Outdoors,1,108.6,108.6
TXN0001797,CUST00248,2026-06-15,In-Store,Books,3,11.1,33.31
TXN0001798,CUST00248,2026-08-20,Website,Beauty,3,23.04,69.13
TXN0001799,CUST00248,2026-05-04,Website,Sports & Outdoors,3,14.58,43.74
TXN0001800,CUST00248,2026-07-10,Mobile App,Sports & Outdoors,3,21.75,65.24
TXN0001801,CUST00248,2026-06-12,In-Store,Apparel,2,33.52,67.05
TXN0001802,CUST00248,2026-06-17,Mobile App,Apparel,1,90.73,90.73
TXN0001803,CUST00248,2026-07-27,Mobile App,Books,4,7.46,29.83
TXN0001804,CUST00248,2026-07-05,Website,Sports & Outdoors,1,61.57,61.57
TXN0001805,CUST00248,2026-06-14,In-Store,Toys,3,4.58,13.74
TXN0001806,CUST00248,2026-05-15,Mobile App,Apparel,3,25.38,76.13
TXN0001807,CUST00249,2026-02-26,Website,Electronics,1,263.78,263.78
TXN0001808,CUST00249,2026-03-13,In-Store,Groceries,4,3.71,14.83
TXN0001809,CUST00249,2026-02-05,Website,Electronics,1,303.04,303.04
TXN0001810,CUST00249,2026-01-01,Website,Apparel,4,31.76,127.03
TXN0001811,CUST00249,2025-11-01,Mobile App,Groceries,3,9.6,28.79
TXN0001812,CUST00250,2026-07-21,Website,Sports & Outdoors,1,131.05,131.05
TXN0001813,CUST00250,2026-07-19,Website,Toys,1,49.47,49.47
TXN0001814,CUST00250,2026-08-09,In-Store,Apparel,1,18.95,18.95
TXN0001815,CUST00250,2026-06-21,In-Store,Home & Kitchen,3,16.48,49.44
TXN0001816,CUST00250,2026-07-13,In-Store,Books,1,15.24,15.24
TXN0001817,CUST00250,2026-07-05,Website,Sports & Outdoors,1,206.79,206.79
TXN0001818,CUST00250,2026-07-16,In-Store,Electronics,1,244.77,244.77
TXN0001819,CUST00250,2026-07-02,Website,Groceries,3,3.54,10.63
TXN0001820,CUST00250,2026-08-20,Mobile App,Books,2,8.32,16.64
TXN0001821,CUST00250,2026-07-18,In-Store,Toys,3,6.53,19.59
TXN0001822,CUST00250,2026-07-29,In-Store,Books,1,28.38,28.38
TXN0001823,CUST00250,2026-06-12,Mobile App,Beauty,4,15.5,62.01
TXN0001824,CUST00250,2026-07-11,In-Store,Sports & Outdoors,4,49.14,196.57
TXN0001825,CUST00250,2026-07-28,Website,Groceries,1,62.47,62.47
TXN0001826,CUST00251,2025-10-17,Mobile App,Beauty,2,34.67,69.35
TXN0001827,CUST00251,2026-05-17,Mobile App,Apparel,1,146.19,146.19
TXN0001828,CUST00251,2026-08-16,Website,Beauty,4,13.03,52.13
TXN0001829,CUST00252,2026-08-21,Mobile App,Sports & Outdoors,3,21.35,64.04
TXN0001830,CUST00252,2026-08-11,In-Store,Groceries,2,29.07,58.14
TXN0001831,CUST00253,2026-02-10,Website,Home & Kitchen,3,27.09,81.26
TXN0001832,CUST00253,2025-09-24,Website,Toys,2,39.72,79.43
TXN0001833,CUST00253,2026-07-13,In-Store,Beauty,4,4.04,16.18
TXN0001834,CUST00253,2025-09-27,Website,Groceries,1,76.36,76.36
TXN0001835,CUST00253,2026-02-13,Website,Apparel,2,57.79,115.58
TXN0001836,CUST00254,2026-06-03,In-Store,Home & Kitchen,4,23.67,94.69
TXN0001837,CUST00255,2026-08-21,Mobile App,Groceries,1,13.87,13.87
TXN0001838,CUST00255,2026-08-11,Website,Beauty,4,5.89,23.56
TXN0001839,CUST00255,2026-08-17,Mobile App,Electronics,3,127.0,381.01
TXN0001840,CUST00255,2026-08-19,Website,Books,4,7.86,31.42
TXN0001841,CUST00255,2026-08-14,Website,Beauty,3,15.41,46.24
TXN0001842,CUST00256,2025-09-14,Mobile App,Books,1,11.49,11.49
TXN0001843,CUST00256,2025-12-28,Mobile App,Apparel,1,44.64,44.64
TXN0001844,CUST00256,2026-06-03,In-Store,Groceries,1,22.91,22.91
TXN0001845,CUST00256,2026-02-11,Website,Books,1,20.54,20.54
TXN0001846,CUST00256,2026-02-27,Website,Groceries,2,21.07,42.14
TXN0001847,CUST00257,2026-02-11,Website,Groceries,3,19.31,57.94
TXN0001848,CUST00257,2026-05-18,Mobile App,Apparel,4,10.0,39.99
TXN0001849,CUST00258,2026-01-25,Website,Beauty,1,25.32,25.32
TXN0001850,CUST00258,2026-08-07,Website,Sports & Outdoors,2,113.23,226.47
TXN0001851,CUST00258,2026-06-10,In-Store,Toys,1,44.23,44.23
TXN0001852,CUST00258,2025-12-09,Website,Groceries,2,35.55,71.09
TXN0001853,CUST00258,2025-09-08,Mobile App,Electronics,4,123.88,495.5
TXN0001854,CUST00258,2026-07-25,Mobile App,Toys,4,19.96,79.86
TXN0001855,CUST00258,2026-05-23,Website,Electronics,3,158.48,475.45
TXN0001856,CUST00258,2026-05-15,In-Store,Home & Kitchen,1,231.4,231.4
TXN0001857,CUST00258,2026-03-17,Website,Sports & Outdoors,3,40.45,121.36
TXN0001858,CUST00259,2025-09-18,Website,Toys,4,7.57,30.28
TXN0001859,CUST00259,2026-02-13,Website,Sports & Outdoors,3,28.59,85.77
TXN0001860,CUST00259,2025-10-26,In-Store,Toys,1,19.02,19.02
TXN0001861,CUST00259,2025-09-14,Website,Books,2,17.7,35.4
TXN0001862,CUST00259,2026-08-18,Website,Electronics,4,58.32,233.28
TXN0001863,CUST00259,2026-06-14,Website,Apparel,4,10.29,41.17
TXN0001864,CUST00259,2026-04-08,Mobile App,Groceries,4,17.7,70.79
TXN0001865,CUST00259,2025-12-08,In-Store,Home & Kitchen,3,31.43,94.29
TXN0001866,CUST00260,2025-09-25,Website,Books,3,12.75,38.25
TXN0001867,CUST00260,2026-02-25,Website,Electronics,3,161.55,484.64
TXN0001868,CUST00260,2026-06-29,In-Store,Apparel,4,18.38,73.52
TXN0001869,CUST00261,2025-12-05,In-Store,Sports & Outdoors,1,82.78,82.78
TXN0001870,CUST00261,2025-10-13,Mobile App,Home & Kitchen,2,75.28,150.57
TXN0001871,CUST00261,2025-12-06,Mobile App,Groceries,2,25.89,51.78
TXN0001872,CUST00261,2026-07-01,Website,Groceries,3,3.28,9.85
TXN0001873,CUST00261,2025-09-01,Website,Electronics,1,212.99,212.99
TXN0001874,CUST00261,2025-10-06,Website,Groceries,3,1.79,5.38
TXN0001875,CUST00261,2025-10-28,Mobile App,Electronics,2,43.72,87.43
TXN0001876,CUST00261,2026-03-28,Website,Groceries,2,31.95,63.89
TXN0001877,CUST00262,2025-10-20,Mobile App,Home & Kitchen,2,149.43,298.86
TXN0001878,CUST00263,2026-02-03,Mobile App,Apparel,1,54.26,54.26
TXN0001879,CUST00263,2026-06-13,Mobile App,Sports & Outdoors,4,18.36,73.45
TXN0001880,CUST00263,2025-11-29,Mobile App,Apparel,3,45.19,135.56
TXN0001881,CUST00263,2026-05-06,Mobile App,Home & Kitchen,3,59.3,177.89
TXN0001882,CUST00263,2026-02-17,In-Store,Home & Kitchen,2,105.67,211.33
TXN0001883,CUST00263,2026-06-10,Website,Books,3,8.58,25.74
TXN0001884,CUST00263,2026-07-03,Website,Groceries,4,11.88,47.5
TXN0001885,CUST00263,2025-12-28,Mobile App,Books,4,8.26,33.04
TXN0001886,CUST00263,2025-09-26,Website,Toys,3,21.84,65.53
TXN0001887,CUST00263,2025-10-18,Mobile App,Books,4,5.73,22.93
TXN0001888,CUST00263,2026-07-29,Mobile App,Electronics,4,192.03,768.12
TXN0001889,CUST00263,2025-10-21,Website,Home & Kitchen,3,64.09,192.26
TXN0001890,CUST00263,2026-02-21,In-Store,Sports & Outdoors,3,14.97,44.91
TXN0001891,CUST00263,2026-08-19,Website,Books,1,12.03,12.03
TXN0001892,CUST00264,2026-05-31,In-Store,Toys,1,77.14,77.14
TXN0001893,CUST00264,2025-11-20,Website,Apparel,1,60.02,60.02
TXN0001894,CUST00264,2026-02-01,In-Store,Toys,1,65.25,65.25
TXN0001895,CUST00264,2026-04-13,Website,Electronics,2,288.09,576.18
TXN0001896,CUST00265,2025-11-10,Mobile App,Toys,2,10.46,20.91
TXN0001897,CUST00265,2026-05-18,Website,Groceries,1,58.94,58.94
TXN0001898,CUST00265,2025-12-29,In-Store,Beauty,1,20.32,20.32
TXN0001899,CUST00265,2026-04-15,Website,Apparel,2,42.59,85.18
TXN0001900,CUST00265,2026-05-25,Website,Toys,4,2.99,11.97
TXN0001901,CUST00266,2026-04-15,Website,Apparel,4,13.87,55.49
TXN0001902,CUST00266,2026-04-23,In-Store,Beauty,3,28.58,85.75
TXN0001903,CUST00266,2026-05-26,In-Store,Toys,1,78.75,78.75
TXN0001904,CUST00266,2026-05-12,Mobile App,Electronics,2,94.31,188.61
TXN0001905,CUST00267,2026-07-04,Mobile App,Beauty,3,17.62,52.85
TXN0001906,CUST00267,2026-07-05,Website,Apparel,4,36.12,144.48
TXN0001907,CUST00267,2026-05-23,Website,Groceries,1,34.34,34.34
TXN0001908,CUST00267,2026-04-24,Mobile App,Books,3,4.25,12.74
TXN0001909,CUST00267,2026-06-26,Mobile App,Books,3,2.78,8.35
TXN0001910,CUST00268,2026-02-13,Mobile App,Toys,3,4.47,13.41
TXN0001911,CUST00268,2025-10-18,In-Store,Toys,4,20.15,80.59
TXN0001912,CUST00268,2026-07-06,Website,Home & Kitchen,2,60.09,120.17
TXN0001913,CUST00268,2025-08-31,Website,Books,2,12.21,24.42
TXN0001914,CUST00269,2026-07-26,Website,Sports & Outdoors,2,61.49,122.98
TXN0001915,CUST00269,2026-02-04,Website,Groceries,1,74.26,74.26
TXN0001916,CUST00270,2026-05-15,Website,Toys,2,29.23,58.47
TXN0001917,CUST00270,2026-08-10,Mobile App,Groceries,3,4.9,14.71
TXN0001918,CUST00270,2026-05-16,Mobile App,Sports & Outdoors,4,38.09,152.36
TXN0001919,CUST00270,2025-10-31,Website,Electronics,2,344.51,689.02
TXN0001920,CUST00271,2026-07-25,Website,Apparel,4,20.61,82.42
TXN0001921,CUST00271,2026-04-23,Website,Beauty,2,49.16,98.32
TXN0001922,CUST00271,2026-08-07,Website,Home & Kitchen,4,55.97,223.89
TXN0001923,CUST00271,2026-02-14,In-Store,Books,1,37.52,37.52
TXN0001924,CUST00271,2026-07-25,Mobile App,Apparel,1,20.05,20.05
TXN0001925,CUST00272,2026-07-02,In-Store,Electronics,3,247.55,742.66
TXN0001926,CUST00272,2025-12-25,Website,Toys,2,20.11,40.21
TXN0001927,CUST00272,2025-12-01,Website,Toys,3,15.0,45.0
TXN0001928,CUST00272,2025-10-01,Website,Home & Kitchen,2,70.77,141.54
TXN0001929,CUST00273,2026-07-01,Mobile App,Apparel,2,21.24,42.48
TXN0001930,CUST00273,2026-05-23,In-Store,Sports & Outdoors,1,196.98,196.98
TXN0001931,CUST00273,2026-07-19,Website,Toys,2,12.61,25.21
TXN0001932,CUST00273,2026-07-15,Mobile App,Toys,3,16.69,50.07
TXN0001933,CUST00274,2026-08-18,In-Store,Home & Kitchen,4,61.11,244.45
TXN0001934,CUST00274,2026-08-15,Mobile App,Books,1,35.97,35.97
TXN0001935,CUST00274,2026-08-09,Website,Groceries,4,3.14,12.57
TXN0001936,CUST00274,2026-08-12,Website,Sports & Outdoors,3,6.77,20.3
TXN0001937,CUST00274,2026-08-17,In-Store,Groceries,3,11.43,34.28
TXN0001938,CUST00275,2025-10-30,In-Store,Home & Kitchen,1,291.07,291.07
TXN0001939,CUST00275,2026-03-12,Mobile App,Beauty,3,28.93,86.79
TXN0001940,CUST00275,2026-04-26,Website,Electronics,1,459.46,459.46
TXN0001941,CUST00275,2026-06-22,Mobile App,Groceries,1,53.99,53.99
TXN0001942,CUST00275,2025-08-31,Website,Groceries,1,20.04,20.04
TXN0001943,CUST00275,2025-10-01,Website,Sports & Outdoors,1,232.18,232.18
TXN0001944,CUST00275,2025-10-03,Website,Apparel,1,123.76,123.76
TXN0001945,CUST00275,2026-02-03,Website,Apparel,1,143.24,143.24
TXN0001946,CUST00275,2025-11-13,In-Store,Toys,3,28.58,85.73
TXN0001947,CUST00275,2025-12-06,Mobile App,Apparel,2,9.9,19.81
TXN0001948,CUST00275,2025-11-04,Mobile App,Books,2,11.64,23.28
TXN0001949,CUST00275,2025-09-04,Website,Electronics,2,34.88,69.77
TXN0001950,CUST00275,2025-09-29,Mobile App,Books,1,29.82,29.82
TXN0001951,CUST00275,2026-07-30,Mobile App,Electronics,4,85.08,340.34
TXN0001952,CUST00275,2026-04-20,Mobile App,Books,2,15.22,30.44
TXN0001953,CUST00276,2026-06-23,Mobile App,Sports & Outdoors,3,32.56,97.67
TXN0001954,CUST00276,2026-08-04,Mobile App,Electronics,1,228.63,228.63
TXN0001955,CUST00276,2026-04-13,Mobile App,Beauty,1,47.18,47.18
TXN0001956,CUST00276,2026-05-08,In-Store,Electronics,2,352.47,704.94
TXN0001957,CUST00277,2026-01-04,Website,Home & Kitchen,3,47.6,142.8
TXN0001958,CUST00278,2026-07-01,Website,Beauty,2,49.91,99.83
TXN0001959,CUST00278,2025-10-12,Mobile App,Toys,1,62.61,62.61
TXN0001960,CUST00278,2026-04-20,Website,Beauty,3,18.18,54.54
TXN0001961,CUST00278,2026-07-16,In-Store,Beauty,3,16.64,49.92
TXN0001962,CUST00279,2026-04-25,In-Store,Groceries,2,35.09,70.17
TXN0001963,CUST00279,2026-08-13,Mobile App,Groceries,1,28.91,28.91
TXN0001964,CUST00279,2026-07-24,Website,Books,4,7.64,30.58
TXN0001965,CUST00279,2026-05-30,Website,Beauty,2,46.04,92.08
TXN0001966,CUST00279,2026-01-29,Website,Beauty,2,10.53,21.05
TXN0001967,CUST00279,2026-03-28,Website,Beauty,4,18.21,72.85
TXN0001968,CUST00280,2026-07-30,Website,Electronics,4,63.18,252.72
TXN0001969,CUST00281,2026-04-13,In-Store,Apparel,4,5.76,23.06
TXN0001970,CUST00281,2026-07-25,Mobile App,Books,1,20.31,20.31
TXN0001971,CUST00281,2025-12-04,Website,Books,4,3.48,13.9
TXN0001972,CUST00282,2026-01-27,Website,Groceries,3,2.45,7.35
TXN0001973,CUST00282,2026-07-18,In-Store,Sports & Outdoors,3,77.28,231.83
TXN0001974,CUST00282,2026-05-31,In-Store,Beauty,3,26.05,78.15
TXN0001975,CUST00282,2025-12-21,Mobile App,Books,1,35.7,35.7
TXN0001976,CUST00282,2025-10-24,In-Store,Books,3,12.83,38.48
TXN0001977,CUST00283,2025-09-22,In-Store,Toys,3,14.64,43.91
TXN0001978,CUST00283,2026-06-02,Website,Books,2,11.47,22.95
TXN0001979,CUST00283,2026-01-11,Website,Electronics,3,86.84,260.53
TXN0001980,CUST00283,2025-12-24,Website,Beauty,3,26.47,79.42
TXN0001981,CUST00283,2025-09-17,Website,Books,3,3.08,9.24
TXN0001982,CUST00283,2026-08-06,Website,Groceries,1,63.68,63.68
TXN0001983,CUST00283,2025-11-30,Website,Sports & Outdoors,2,105.73,211.46
TXN0001984,CUST00283,2026-02-01,Mobile App,Electronics,4,94.98,379.93
TXN0001985,CUST00283,2026-02-20,Website,Sports & Outdoors,2,63.92,127.85
TXN0001986,CUST00283,2026-07-27,Mobile App,Apparel,3,17.44,52.32
TXN0001987,CUST00284,2026-06-19,Mobile App,Groceries,3,20.82,62.45
TXN0001988,CUST00285,2025-10-30,In-Store,Home & Kitchen,2,41.84,83.68
TXN0001989,CUST00285,2026-02-20,Website,Electronics,1,224.5,224.5
TXN0001990,CUST00285,2025-10-17,Website,Toys,1,56.39,56.39
TXN0001991,CUST00285,2026-05-30,Mobile App,Beauty,3,5.16,15.47
TXN0001992,CUST00285,2025-11-13,In-Store,Electronics,3,186.26,558.79
TXN0001993,CUST00285,2026-04-15,Mobile App,Electronics,3,166.81,500.43
TXN0001994,CUST00286,2026-07-21,Website,Toys,1,19.05,19.05
TXN0001995,CUST00287,2026-07-12,Website,Sports & Outdoors,4,52.46,209.85
TXN0001996,CUST00287,2026-04-14,Website,Books,2,18.02,36.03
TXN0001997,CUST00287,2026-04-10,Website,Sports & Outdoors,4,23.43,93.72
TXN0001998,CUST00287,2026-06-21,In-Store,Sports & Outdoors,3,41.87,125.61
TXN0001999,CUST00287,2026-05-06,Mobile App,Home & Kitchen,3,41.04,123.12
TXN0002000,CUST00288,2026-02-03,In-Store,Electronics,2,64.83,129.67
TXN0002001,CUST00288,2026-07-15,In-Store,Sports & Outdoors,4,58.97,235.89
TXN0002002,CUST00289,2026-05-28,Mobile App,Home & Kitchen,1,126.71,126.71
TXN0002003,CUST00289,2026-07-17,In-Store,Beauty,4,15.22,60.89
TXN0002004,CUST00289,2026-08-15,Mobile App,Apparel,1,129.43,129.43
TXN0002005,CUST00289,2026-07-19,Mobile App,Toys,2,17.68,35.36
TXN0002006,CUST00289,2026-06-09,In-Store,Groceries,3,24.44,73.33
TXN0002007,CUST00289,2026-07-23,Website,Sports & Outdoors,3,23.09,69.26
TXN0002008,CUST00289,2026-08-12,Mobile App,Apparel,4,27.14,108.56
TXN0002009,CUST00289,2026-07-10,Mobile App,Books,3,6.53,19.58
TXN0002010,CUST00289,2026-07-04,Mobile App,Apparel,4,34.62,138.48
TXN0002011,CUST00289,2026-08-15,Mobile App,Toys,2,36.45,72.9
TXN0002012,CUST00290,2026-04-16,In-Store,Home & Kitchen,2,139.6,279.2
TXN0002013,CUST00290,2026-04-02,In-Store,Books,2,14.79,29.57
TXN0002014,CUST00290,2026-07-13,Mobile App,Groceries,1,30.62,30.62
TXN0002015,CUST00290,2026-06-28,Website,Books,2,12.08,24.16
TXN0002016,CUST00290,2026-06-29,Mobile App,Beauty,4,22.75,90.99
TXN0002017,CUST00290,2026-04-28,Website,Apparel,4,17.88,71.51
TXN0002018,CUST00290,2025-12-14,Mobile App,Home & Kitchen,4,65.86,263.45
TXN0002019,CUST00290,2026-08-10,Website,Home & Kitchen,2,148.59,297.18
TXN0002020,CUST00290,2026-07-07,Mobile App,Books,3,12.31,36.94
TXN0002021,CUST00290,2026-04-13,Website,Beauty,1,74.08,74.08
TXN0002022,CUST00290,2026-05-05,Website,Sports & Outdoors,1,154.0,154.0
TXN0002023,CUST00290,2026-08-05,In-Store,Electronics,3,35.1,105.31
TXN0002024,CUST00290,2026-03-14,In-Store,Books,4,7.05,28.19
TXN0002025,CUST00290,2026-06-03,Website,Toys,2,33.01,66.01
TXN0002026,CUST00290,2026-03-24,Mobile App,Apparel,1,35.55,35.55
TXN0002027,CUST00290,2026-05-21,Mobile App,Sports & Outdoors,4,43.34,173.37
TXN0002028,CUST00290,2026-08-11,Website,Toys,3,8.05,24.14
TXN0002029,CUST00290,2026-01-05,In-Store,Apparel,4,11.59,46.36
TXN0002030,CUST00290,2026-04-27,Website,Books,4,4.28,17.13
TXN0002031,CUST00290,2026-08-12,Website,Home & Kitchen,1,286.98,286.98
TXN0002032,CUST00290,2026-01-03,In-Store,Beauty,3,16.25,48.75
TXN0002033,CUST00290,2026-04-08,Mobile App,Sports & Outdoors,3,12.79,38.37
TXN0002034,CUST00290,2026-06-24,Website,Groceries,4,6.38,25.54
TXN0002035,CUST00291,2026-04-17,In-Store,Groceries,3,25.15,75.44
TXN0002036,CUST00291,2025-10-29,In-Store,Apparel,3,46.6,139.81
TXN0002037,CUST00291,2025-09-10,Website,Beauty,2,29.84,59.69
TXN0002038,CUST00291,2026-01-12,Website,Electronics,2,384.94,769.89
TXN0002039,CUST00291,2025-11-03,Website,Electronics,3,109.05,327.16
TXN0002040,CUST00291,2026-05-04,In-Store,Books,2,15.71,31.43
TXN0002041,CUST00291,2026-07-15,In-Store,Groceries,1,73.85,73.85
TXN0002042,CUST00291,2026-04-11,Mobile App,Books,1,23.78,23.78
TXN0002043,CUST00291,2026-01-03,In-Store,Groceries,1,59.87,59.87
TXN0002044,CUST00291,2025-09-26,In-Store,Apparel,2,57.74,115.48
TXN0002045,CUST00291,2026-04-11,Mobile App,Sports & Outdoors,3,17.28,51.83
TXN0002046,CUST00292,2026-05-18,Mobile App,Apparel,3,36.81,110.42
TXN0002047,CUST00292,2025-10-16,In-Store,Electronics,3,125.01,375.03
TXN0002048,CUST00292,2025-11-04,Website,Electronics,1,761.89,761.89
TXN0002049,CUST00292,2026-05-13,Website,Books,2,17.95,35.91
TXN0002050,CUST00292,2026-03-28,Mobile App,Groceries,4,10.06,40.26
TXN0002051,CUST00292,2026-02-19,In-Store,Toys,2,16.3,32.61
TXN0002052,CUST00293,2025-11-03,In-Store,Beauty,1,10.29,10.29
TXN0002053,CUST00293,2026-04-01,Mobile App,Beauty,1,73.9,73.9
TXN0002054,CUST00293,2026-01-18,Mobile App,Groceries,2,25.5,51.0
TXN0002055,CUST00293,2026-03-30,Mobile App,Toys,2,26.22,52.44
TXN0002056,CUST00293,2026-07-01,In-Store,Beauty,4,22.19,88.75
TXN0002057,CUST00293,2026-03-03,Mobile App,Books,4,6.78,27.13
TXN0002058,CUST00293,2026-08-20,Website,Beauty,3,6.7,20.11
TXN0002059,CUST00293,2025-10-26,Mobile App,Toys,4,9.01,36.03
TXN0002060,CUST00293,2025-11-01,Website,Toys,1,86.51,86.51
TXN0002061,CUST00294,2026-06-06,Mobile App,Home & Kitchen,4,59.16,236.63
TXN0002062,CUST00294,2025-09-11,In-Store,Toys,2,29.04,58.08
TXN0002063,CUST00294,2025-10-08,Website,Groceries,4,10.77,43.06
TXN0002064,CUST00295,2026-06-13,Mobile App,Sports & Outdoors,3,25.49,76.48
TXN0002065,CUST00295,2026-04-24,Mobile App,Toys,3,14.67,44.02
TXN0002066,CUST00295,2026-02-08,In-Store,Groceries,2,20.7,41.41
TXN0002067,CUST00295,2026-04-28,Website,Electronics,4,70.34,281.38
TXN0002068,CUST00295,2026-07-07,Website,Home & Kitchen,1,170.08,170.08
TXN0002069,CUST00295,2025-10-19,In-Store,Sports & Outdoors,1,45.37,45.37
TXN0002070,CUST00295,2026-03-23,In-Store,Electronics,1,651.81,651.81
