session_id,customer_id,session_date,device,pages_viewed,duration_minutes,resulted_in_purchase
SESS0005299,CUST00262,2026-07-06,Website - Mobile Browser,13,22.3,True
SESS0005300,CUST00262,2026-07-21,Mobile App,19,5.0,True
SESS0005301,CUST00262,2026-03-30,Website - Desktop,10,10.3,False
SESS0005302,CUST00262,2026-03-21,Website - Desktop,15,22.9,True
SESS0005303,CUST00262,2026-07-13,Mobile App,22,6.6,True
SESS0005304,CUST00262,2026-05-08,Website - Mobile Browser,12,28.7,False
SESS0005305,CUST00262,2026-07-09,Website - Mobile Browser,6,13.5,False
SESS0005306,CUST00262,2025-10-29,Website - Desktop,7,22.0,True
SESS0005307,CUST00262,2025-10-19,Website - Desktop,21,17.8,False
SESS0005308,CUST00262,2026-06-17,Website - Mobile Browser,9,16.0,False
SESS0005309,CUST00262,2025-09-06,Mobile App,12,21.4,False
SESS0005310,CUST00262,2025-09-09,Website - Desktop,6,18.8,False
SESS0005311,CUST00262,2026-03-08,Mobile App,7,19.0,False
SESS0005312,CUST00262,2026-08-06,Website - Desktop,22,19.0,True
SESS0005313,CUST00262,2026-07-31,Website - Desktop,1,26.9,False
SESS0005314,CUST00262,2026-06-13,Website - Mobile Browser,17,12.3,False
SESS0005315,CUST00262,2025-12-17,Website - Mobile Browser,20,24.1,False
SESS0005316,CUST00262,2025-12-09,Website - Desktop,10,16.2,False
SESS0005317,CUST00263,2025-12-30,Mobile App,19,16.9,False
SESS0005318,CUST00263,2025-10-30,Website - Desktop,22,10.7,False
SESS0005319,CUST00263,2026-03-01,Website - Mobile Browser,3,16.8,False
SESS0005320,CUST00263,2026-07-17,Website - Mobile Browser,15,12.5,False
SESS0005321,CUST00263,2026-02-22,Mobile App,16,7.8,False
SESS0005322,CUST00263,2026-04-01,Mobile App,8,25.8,False
SESS0005323,CUST00263,2026-08-21,Website - Desktop,21,5.2,False
SESS0005324,CUST00263,2026-07-24,Website - Desktop,14,6.2,False
SESS0005325,CUST00263,2026-07-30,Mobile App,4,8.2,False
SESS0005326,CUST00263,2026-07-27,Mobile App,12,12.3,True
SESS0005327,CUST00263,2026-03-12,Website - Mobile Browser,11,5.7,False
SESS0005328,CUST00263,2026-01-13,Mobile App,13,5.6,False
SESS0005329,CUST00263,2026-02-04,Website - Mobile Browser,14,5.9,True
SESS0005330,CUST00263,2025-10-07,Website - Desktop,15,1.4,False
SESS0005331,CUST00263,2026-03-14,Website - Desktop,12,24.1,True
SESS0005332,CUST00263,2025-12-26,Website - Mobile Browser,10,6.5,False
SESS0005333,CUST00263,2026-01-05,Mobile App,3,2.8,False
SESS0005334,CUST00263,2025-11-21,Website - Desktop,19,8.3,False
SESS0005335,CUST00263,2026-06-17,Website - Desktop,16,19.4,True
SESS0005336,CUST00263,2025-11-02,Mobile App,21,16.8,False
SESS0005337,CUST00263,2026-01-19,Mobile App,21,23.2,False
SESS0005338,CUST00263,2026-01-02,Website - Mobile Browser,4,27.0,True
SESS0005339,CUST00263,2026-07-22,Website - Mobile Browser,4,4.1,False
SESS0005340,CUST00263,2026-07-24,Website - Desktop,25,15.0,False
SESS0005341,CUST00263,2026-06-14,Website - Desktop,22,11.9,True
SESS0005342,CUST00263,2026-07-20,Website - Mobile Browser,17,29.7,True
SESS0005343,CUST00263,2026-05-08,Website - Desktop,24,6.5,True
SESS0005344,CUST00263,2026-06-25,Website - Mobile Browser,20,16.1,False
SESS0005345,CUST00263,2025-10-01,Website - Mobile Browser,19,24.5,False
SESS0005346,CUST00265,2026-03-02,Website - Desktop,11,24.4,False
SESS0005347,CUST00265,2026-04-22,Website - Mobile Browser,3,24.0,False
SESS0005348,CUST00265,2025-12-20,Website - Desktop,16,26.6,True
SESS0005349,CUST00266,2026-06-14,Mobile App,11,28.8,False
SESS0005350,CUST00266,2026-06-21,Website - Mobile Browser,6,8.2,False
SESS0005351,CUST00266,2026-06-15,Mobile App,1,21.9,True
SESS0005352,CUST00266,2026-05-26,Website - Desktop,13,29.4,False
SESS0005353,CUST00266,2026-06-17,Mobile App,24,14.6,False
SESS0005354,CUST00266,2026-04-28,Website - Desktop,6,9.6,False
SESS0005355,CUST00266,2026-05-15,Website - Mobile Browser,3,27.7,False
SESS0005356,CUST00266,2026-06-02,Mobile App,14,12.9,False
SESS0005357,CUST00266,2026-04-27,Website - Desktop,4,21.9,False
SESS0005358,CUST00266,2026-08-13,Website - Mobile Browser,21,12.7,False
SESS0005359,CUST00266,2026-05-30,Website - Desktop,20,3.5,False
SESS0005360,CUST00266,2026-06-01,Mobile App,17,27.4,False
SESS0005361,CUST00266,2026-04-10,Website - Mobile Browser,21,1.6,False
SESS0005362,CUST00266,2026-04-02,Website - Desktop,3,25.6,False
SESS0005363,CUST00266,2026-04-14,Mobile App,12,17.6,True
SESS0005364,CUST00267,2026-05-29,Website - Desktop,1,4.6,False
SESS0005365,CUST00267,2026-06-07,Mobile App,14,1.8,False
SESS0005366,CUST00267,2026-04-10,Mobile App,6,27.4,False
SESS0005367,CUST00267,2026-08-20,Website - Mobile Browser,20,16.5,False
SESS0005368,CUST00267,2026-07-08,Website - Mobile Browser,8,19.3,True
SESS0005369,CUST00267,2026-07-08,Mobile App,2,16.8,False
SESS0005370,CUST00267,2026-06-24,Website - Desktop,24,21.2,False
SESS0005371,CUST00267,2026-05-22,Mobile App,12,1.6,False
SESS0005372,CUST00267,2026-02-18,Website - Desktop,25,11.7,False
SESS0005373,CUST00267,2026-08-11,Website - Mobile Browser,25,29.0,False
SESS0005374,CUST00268,2025-12-15,Mobile App,2,28.0,False
SESS0005375,CUST00268,2026-03-26,Website - Desktop,3,8.7,False
SESS0005376,CUST00268,2026-07-17,Website - Desktop,13,0.9,False
SESS0005377,CUST00268,2026-03-10,Website - Desktop,6,7.8,False
SESS0005378,CUST00268,2026-04-14,Website - Desktop,3,21.7,False
SESS0005379,CUST00268,2026-05-20,Website - Desktop,6,15.8,False
SESS0005380,CUST00268,2026-03-07,Website - Desktop,24,18.2,False
SESS0005381,CUST00268,2025-09-12,Website - Desktop,15,29.3,False
SESS0005382,CUST00268,2025-12-14,Website - Mobile Browser,14,6.8,False
SESS0005383,CUST00268,2025-11-02,Website - Desktop,23,23.1,False
SESS0005384,CUST00268,2026-08-09,Website - Mobile Browser,8,1.3,False
SESS0005385,CUST00268,2025-09-14,Website - Desktop,19,14.3,False
SESS0005386,CUST00268,2026-06-20,Website - Mobile Browser,18,25.5,True
SESS0005387,CUST00268,2026-07-07,Website - Desktop,14,1.0,False
SESS0005388,CUST00268,2026-05-19,Website - Mobile Browser,4,1.7,False
SESS0005389,CUST00268,2026-03-03,Website - Mobile Browser,9,22.0,False
SESS0005390,CUST00269,2025-10-30,Mobile App,25,8.8,False
SESS0005391,CUST00269,2026-01-07,Website - Mobile Browser,2,29.3,False
SESS0005392,CUST00269,2026-05-05,Website - Desktop,24,1.2,True
SESS0005393,CUST00269,2026-07-20,Website - Desktop,25,16.8,False
SESS0005394,CUST00269,2025-10-01,Website - Mobile Browser,13,13.1,True
SESS0005395,CUST00269,2026-08-03,Website - Mobile Browser,14,6.7,False
SESS0005396,CUST00269,2026-07-14,Website - Desktop,13,1.0,False
SESS0005397,CUST00269,2026-05-10,Mobile App,6,3.1,True
SESS0005398,CUST00269,2025-09-22,Website - Desktop,5,12.0,False
SESS0005399,CUST00269,2025-11-08,Website - Desktop,10,25.2,False
SESS0005400,CUST00269,2025-11-09,Mobile App,17,1.2,False
SESS0005401,CUST00269,2026-04-14,Website - Desktop,12,17.7,True
SESS0005402,CUST00269,2025-09-01,Website - Desktop,20,19.2,False
SESS0005403,CUST00269,2026-07-24,Website - Desktop,8,10.4,False
SESS0005404,CUST00269,2025-11-09,Website - Mobile Browser,8,14.4,False
SESS0005405,CUST00269,2026-05-02,Website - Mobile Browser,19,10.3,False
SESS0005406,CUST00269,2026-07-25,Website - Mobile Browser,14,27.7,False
SESS0005407,CUST00269,2025-08-28,Website - Desktop,15,26.9,False
SESS0005408,CUST00269,2025-11-21,Website - Desktop,18,24.5,False
SESS0005409,CUST00269,2026-06-15,Website - Desktop,24,27.7,True
SESS0005410,CUST00270,2026-07-01,Mobile App,6,28.3,False
SESS0005411,CUST00270,2026-08-17,Website - Mobile Browser,18,25.0,False
SESS0005412,CUST00270,2026-08-18,Website - Mobile Browser,21,2.0,False
SESS0005413,CUST00270,2026-06-29,Website - Desktop,25,5.5,True
SESS0005414,CUST00271,2026-01-25,Website - Mobile Browser,25,19.2,True
SESS0005415,CUST00271,2026-06-29,Website - Desktop,19,20.7,False
SESS0005416,CUST00271,2025-10-08,Website - Desktop,11,26.4,True
SESS0005417,CUST00271,2025-11-10,Website - Mobile Browser,13,15.1,False
SESS0005418,CUST00271,2025-12-14,Website - Mobile Browser,19,18.7,True
SESS0005419,CUST00271,2026-05-03,Mobile App,22,15.8,False
SESS0005420,CUST00271,2026-07-13,Website - Desktop,1,2.2,False
SESS0005421,CUST00271,2026-02-11,Mobile App,11,17.3,True
SESS0005422,CUST00271,2026-04-01,Mobile App,10,4.7,False
SESS0005423,CUST00271,2026-07-07,Website - Desktop,16,26.7,False
SESS0005424,CUST00271,2026-04-19,Website - Mobile Browser,18,10.6,False
SESS0005425,CUST00271,2025-12-01,Mobile App,22,28.3,False
SESS0005426,CUST00271,2026-07-12,Website - Desktop,23,7.8,True
SESS0005427,CUST00271,2026-05-26,Website - Desktop,14,2.6,True
SESS0005428,CUST00271,2025-12-23,Website - Desktop,24,5.4,False
SESS0005429,CUST00271,2026-05-11,Website - Mobile Browser,12,4.7,False
SESS0005430,CUST00271,2026-02-09,Mobile App,7,8.3,False
SESS0005431,CUST00271,2026-02-08,Mobile App,17,18.2,False
SESS0005432,CUST00271,2025-12-25,Mobile App,15,4.7,True
SESS0005433,CUST00271,2026-07-20,Website - Desktop,12,29.9,False
SESS0005434,CUST00271,2026-06-22,Mobile App,22,6.9,False
SESS0005435,CUST00271,2026-03-05,Website - Desktop,4,21.5,False
SESS0005436,CUST00271,2026-04-11,Website - Desktop,3,24.2,False
SESS0005437,CUST00271,2026-04-20,Mobile App,8,6.5,False
SESS0005438,CUST00271,2026-02-02,Website - Mobile Browser,8,2.3,False
SESS0005439,CUST00271,2026-05-13,Website - Desktop,10,3.1,False
SESS0005440,CUST00271,2026-02-20,Mobile App,14,19.8,False
SESS0005441,CUST00271,2026-05-02,Mobile App,22,5.8,True
SESS0005442,CUST00271,2025-12-07,Website - Mobile Browser,7,3.1,False
SESS0005443,CUST00271,2026-04-23,Website - Mobile Browser,18,1.9,True
SESS0005444,CUST00272,2025-10-07,Mobile App,19,7.6,False
SESS0005445,CUST00272,2026-07-17,Website - Mobile Browser,24,28.0,False
SESS0005446,CUST00272,2026-02-18,Website - Desktop,15,13.9,False
SESS0005447,CUST00272,2025-11-01,Website - Desktop,25,28.6,False
SESS0005448,CUST00273,2026-05-13,Website - Desktop,10,10.3,False
SESS0005449,CUST00273,2026-08-13,Mobile App,9,27.0,False
SESS0005450,CUST00273,2026-05-03,Website - Mobile Browser,11,24.3,False
SESS0005451,CUST00273,2026-07-05,Mobile App,12,23.3,False
SESS0005452,CUST00273,2026-08-11,Mobile App,2,4.6,False
SESS0005453,CUST00273,2026-05-24,Website - Mobile Browser,11,11.5,False
SESS0005454,CUST00273,2026-06-13,Mobile App,18,18.7,False
SESS0005455,CUST00273,2026-05-07,Mobile App,23,7.9,False
SESS0005456,CUST00273,2026-06-18,Mobile App,7,11.3,False
SESS0005457,CUST00273,2026-04-11,Mobile App,10,29.2,False
SESS0005458,CUST00273,2026-04-12,Website - Desktop,24,23.7,False
SESS0005459,CUST00273,2026-07-26,Mobile App,13,7.9,False
SESS0005460,CUST00273,2026-08-04,Website - Desktop,1,11.9,False
SESS0005461,CUST00273,2026-08-14,Mobile App,11,19.2,True
SESS0005462,CUST00273,2026-06-16,Website - Desktop,10,24.5,False
SESS0005463,CUST00273,2026-06-08,Mobile App,4,28.0,False
SESS0005464,CUST00273,2026-04-13,Website - Desktop,10,17.1,False
SESS0005465,CUST00273,2026-08-21,Website - Desktop,22,4.5,False
SESS0005466,CUST00273,2026-06-03,Website - Mobile Browser,15,7.9,True
SESS0005467,CUST00273,2026-04-11,Website - Desktop,2,13.4,False
SESS0005468,CUST00273,2026-04-29,Website - Desktop,6,10.7,False
SESS0005469,CUST00273,2026-07-28,Mobile App,8,22.3,False
SESS0005470,CUST00274,2026-08-09,Website - Mobile Browser,20,6.6,False
SESS0005471,CUST00274,2026-08-18,Mobile App,6,11.5,True
SESS0005472,CUST00274,2026-08-19,Website - Desktop,17,29.6,False
SESS0005473,CUST00274,2026-08-10,Mobile App,19,20.3,False
SESS0005474,CUST00274,2026-08-16,Website - Mobile Browser,10,25.0,False
SESS0005475,CUST00274,2026-08-13,Mobile App,13,20.5,False
SESS0005476,CUST00274,2026-08-09,Website - Mobile Browser,3,22.6,False
SESS0005477,CUST00274,2026-08-15,Website - Desktop,11,25.2,False
SESS0005478,CUST00274,2026-08-07,Website - Desktop,10,13.3,False
SESS0005479,CUST00274,2026-08-21,Mobile App,8,24.8,True
SESS0005480,CUST00274,2026-08-18,Website - Desktop,3,29.1,True
SESS0005481,CUST00274,2026-08-09,Mobile App,24,16.0,False
SESS0005482,CUST00274,2026-08-10,Website - Desktop,11,8.0,False
SESS0005483,CUST00274,2026-08-11,Mobile App,17,17.8,False
SESS0005484,CUST00274,2026-08-15,Website - Mobile Browser,22,10.7,True
SESS0005485,CUST00274,2026-08-21,Website - Mobile Browser,10,11.6,False
SESS0005486,CUST00274,2026-08-12,Website - Mobile Browser,20,20.5,False
SESS0005487,CUST00274,2026-08-21,Website - Desktop,5,22.9,False
SESS0005488,CUST00274,2026-08-20,Mobile App,24,4.3,False
SESS0005489,CUST00274,2026-08-12,Mobile App,2,24.0,False
SESS0005490,CUST00274,2026-08-10,Mobile App,15,14.8,False
SESS0005491,CUST00274,2026-08-16,Website - Mobile Browser,16,7.6,False
SESS0005492,CUST00274,2026-08-12,Website - Desktop,2,20.4,True
SESS0005493,CUST00275,2025-10-21,Mobile App,22,9.3,False
SESS0005494,CUST00275,2025-12-10,Website - Mobile Browser,20,4.3,False
SESS0005495,CUST00275,2025-09-18,Mobile App,13,26.6,False
SESS0005496,CUST00275,2025-11-01,Website - Desktop,6,14.9,False
SESS0005497,CUST00275,2025-11-04,Mobile App,23,15.3,False
SESS0005498,CUST00275,2026-04-20,Mobile App,5,22.9,False
SESS0005499,CUST00276,2026-01-31,Website - Mobile Browser,17,10.5,True
SESS0005500,CUST00276,2026-07-06,Website - Desktop,22,2.0,False
SESS0005501,CUST00276,2025-09-20,Website - Desktop,17,28.1,True
SESS0005502,CUST00276,2025-11-23,Website - Desktop,24,14.3,False
SESS0005503,CUST00276,2026-03-05,Website - Desktop,14,20.5,True
SESS0005504,CUST00276,2026-03-15,Website - Desktop,14,17.0,False
SESS0005505,CUST00276,2025-10-17,Website - Desktop,2,17.2,False
SESS0005506,CUST00276,2026-08-09,Website - Mobile Browser,8,11.9,False
SESS0005507,CUST00276,2025-09-16,Mobile App,11,17.3,False
SESS0005508,CUST00276,2026-04-30,Mobile App,23,12.7,False
SESS0005509,CUST00276,2026-01-21,Mobile App,8,6.6,False
SESS0005510,CUST00276,2026-03-07,Mobile App,6,4.4,False
SESS0005511,CUST00276,2026-04-06,Mobile App,17,4.9,False
SESS0005512,CUST00276,2025-10-27,Website - Desktop,3,18.0,True
SESS0005513,CUST00276,2026-07-28,Mobile App,21,21.4,False
SESS0005514,CUST00276,2026-01-07,Website - Desktop,24,26.8,False
SESS0005515,CUST00276,2025-10-17,Website - Mobile Browser,13,17.6,False
SESS0005516,CUST00276,2025-10-03,Website - Mobile Browser,16,17.3,False
SESS0005517,CUST00276,2025-11-19,Website - Mobile Browser,20,29.7,False
SESS0005518,CUST00276,2026-01-11,Mobile App,19,13.0,False
SESS0005519,CUST00276,2026-03-17,Website - Desktop,6,15.1,True
SESS0005520,CUST00276,2026-06-15,Website - Mobile Browser,7,12.0,False
SESS0005521,CUST00276,2026-05-30,Mobile App,6,23.0,False
SESS0005522,CUST00276,2025-10-09,Website - Mobile Browser,3,12.9,True
SESS0005523,CUST00276,2025-11-15,Mobile App,4,4.5,False
SESS0005524,CUST00276,2026-04-10,Website - Mobile Browser,23,23.1,True
SESS0005525,CUST00276,2026-03-17,Website - Desktop,7,29.2,False
SESS0005526,CUST00276,2025-09-22,Mobile App,19,24.9,False
SESS0005527,CUST00276,2026-04-17,Mobile App,15,29.9,False
SESS0005528,CUST00276,2026-07-20,Website - Mobile Browser,12,20.2,False
SESS0005529,CUST00276,2026-07-30,Website - Desktop,1,12.9,True
SESS0005530,CUST00277,2026-05-21,Mobile App,14,6.1,False
SESS0005531,CUST00277,2026-02-15,Mobile App,21,22.2,False
SESS0005532,CUST00277,2026-05-13,Website - Desktop,13,18.8,False
SESS0005533,CUST00277,2026-03-31,Website - Mobile Browser,17,9.6,True
SESS0005534,CUST00277,2026-06-17,Website - Desktop,1,25.2,False
SESS0005535,CUST00277,2026-05-31,Mobile App,24,5.2,True
SESS0005536,CUST00277,2026-05-12,Mobile App,25,4.3,False
SESS0005537,CUST00277,2026-03-04,Mobile App,23,13.6,False
SESS0005538,CUST00277,2026-08-18,Website - Desktop,7,22.6,False
SESS0005539,CUST00277,2026-04-01,Website - Mobile Browser,24,7.3,False
SESS0005540,CUST00277,2026-07-31,Website - Desktop,3,3.9,False
SESS0005541,CUST00277,2026-01-12,Mobile App,1,29.0,False
SESS0005542,CUST00278,2026-03-08,Mobile App,22,25.4,False
SESS0005543,CUST00278,2026-01-03,Website - Mobile Browser,23,21.7,False
SESS0005544,CUST00278,2025-10-17,Website - Mobile Browser,14,29.0,False
SESS0005545,CUST00278,2026-04-13,Website - Mobile Browser,11,6.4,False
SESS0005546,CUST00278,2025-10-28,Website - Mobile Browser,3,21.5,True
SESS0005547,CUST00278,2026-08-10,Mobile App,17,23.0,False
SESS0005548,CUST00278,2026-08-21,Website - Mobile Browser,1,24.4,True
SESS0005549,CUST00278,2026-07-10,Website - Desktop,14,11.9,False
SESS0005550,CUST00278,2026-01-06,Website - Mobile Browser,24,28.2,False
SESS0005551,CUST00278,2025-09-03,Mobile App,17,2.7,False
SESS0005552,CUST00278,2026-06-12,Website - Desktop,11,17.7,False
SESS0005553,CUST00278,2025-10-17,Mobile App,7,6.4,False
SESS0005554,CUST00278,2026-02-08,Website - Mobile Browser,2,21.7,False
SESS0005555,CUST00278,2026-05-09,Website - Mobile Browser,9,29.6,True
SESS0005556,CUST00278,2026-03-09,Mobile App,16,11.2,False
SESS0005557,CUST00278,2025-11-16,Website - Mobile Browser,7,20.2,True
SESS0005558,CUST00278,2026-01-18,Mobile App,5,21.5,False
SESS0005559,CUST00278,2026-06-25,Mobile App,23,13.7,False
SESS0005560,CUST00278,2026-01-01,Website - Desktop,15,25.0,False
SESS0005561,CUST00278,2026-08-01,Website - Desktop,2,24.5,False
SESS0005562,CUST00278,2026-01-25,Website - Mobile Browser,8,2.1,False
SESS0005563,CUST00278,2026-01-24,Website - Desktop,18,2.3,False
SESS0005564,CUST00278,2026-05-18,Mobile App,23,25.8,False
SESS0005565,CUST00278,2026-02-02,Mobile App,10,25.6,False
SESS0005566,CUST00278,2026-01-13,Website - Mobile Browser,20,2.6,False
SESS0005567,CUST00278,2026-01-04,Website - Mobile Browser,20,28.7,False
SESS0005568,CUST00278,2025-12-22,Website - Mobile Browser,6,27.3,False
SESS0005569,CUST00278,2026-01-17,Mobile App,11,4.1,False
SESS0005570,CUST00278,2026-05-14,Website - Desktop,16,12.7,False
SESS0005571,CUST00278,2025-11-09,Mobile App,13,21.9,False
SESS0005572,CUST00278,2025-11-13,Website - Desktop,15,12.7,False
SESS0005573,CUST00278,2025-11-03,Website - Mobile Browser,6,28.8,False
SESS0005574,CUST00278,2025-11-05,Website - Desktop,4,25.3,False
SESS0005575,CUST00278,2026-07-07,Website - Mobile Browser,9,21.4,False
SESS0005576,CUST00279,2026-05-20,Mobile App,19,9.5,False
SESS0005577,CUST00280,2026-04-06,Website - Desktop,7,20.3,False
SESS0005578,CUST00280,2026-07-17,Website - Desktop,24,25.8,False
SESS0005579,CUST00280,2026-03-12,Website - Desktop,13,2.8,False
SESS0005580,CUST00280,2026-05-29,Website - Mobile Browser,18,25.4,False
SESS0005581,CUST00280,2026-01-20,Website - Desktop,1,23.4,False
SESS0005582,CUST00280,2026-04-15,Mobile App,23,26.9,False
SESS0005583,CUST00280,2025-11-11,Website - Mobile Browser,12,18.0,False
SESS0005584,CUST00280,2025-10-16,Website - Mobile Browser,15,15.7,True
SESS0005585,CUST00280,2025-10-05,Mobile App,19,21.1,False
SESS0005586,CUST00280,2026-04-18,Website - Desktop,25,17.9,True
SESS0005587,CUST00280,2025-12-13,Mobile App,4,17.6,False
SESS0005588,CUST00280,2026-06-22,Mobile App,21,14.1,False
SESS0005589,CUST00280,2026-06-01,Mobile App,18,23.4,False
SESS0005590,CUST00280,2026-04-08,Website - Desktop,2,21.3,False
SESS0005591,CUST00280,2025-09-14,Mobile App,15,4.5,False
SESS0005592,CUST00280,2025-11-13,Mobile App,8,27.8,False
SESS0005593,CUST00280,2026-03-13,Website - Mobile Browser,18,3.5,True
SESS0005594,CUST00280,2025-10-22,Mobile App,25,27.4,False
SESS0005595,CUST00280,2026-01-12,Website - Desktop,16,13.1,True
SESS0005596,CUST00280,2026-03-01,Mobile App,1,6.4,False
SESS0005597,CUST00280,2025-10-30,Website - Desktop,25,7.9,False
SESS0005598,CUST00280,2026-02-02,Website - Desktop,12,12.9,True
SESS0005599,CUST00280,2026-05-03,Website - Mobile Browser,4,17.6,False
SESS0005600,CUST00280,2026-01-12,Website - Desktop,13,20.0,False
SESS0005601,CUST00280,2026-04-24,Website - Desktop,7,17.9,False
SESS0005602,CUST00280,2025-12-03,Mobile App,11,8.2,False
SESS0005603,CUST00280,2026-05-22,Mobile App,20,7.7,False
SESS0005604,CUST00280,2026-03-17,Website - Mobile Browser,20,0.7,False
SESS0005605,CUST00280,2025-10-22,Website - Desktop,9,29.6,False
SESS0005606,CUST00280,2026-01-18,Website - Mobile Browser,18,15.1,False
SESS0005607,CUST00280,2026-06-04,Website - Mobile Browser,22,2.0,False
SESS0005608,CUST00280,2025-11-06,Website - Mobile Browser,14,16.2,True
SESS0005609,CUST00280,2026-01-22,Mobile App,11,6.8,True
SESS0005610,CUST00280,2026-02-11,Website - Mobile Browser,6,13.0,False
SESS0005611,CUST00280,2026-07-05,Mobile App,11,8.5,False
SESS0005612,CUST00280,2025-10-12,Website - Mobile Browser,2,20.7,False
SESS0005613,CUST00280,2026-07-28,Website - Mobile Browser,2,9.5,False
SESS0005614,CUST00281,2025-12-18,Website - Desktop,4,25.0,False
SESS0005615,CUST00281,2026-07-28,Website - Desktop,25,22.1,True
SESS0005616,CUST00281,2026-04-04,Mobile App,19,20.3,False
SESS0005617,CUST00281,2026-05-18,Mobile App,15,6.7,False
SESS0005618,CUST00281,2026-07-08,Website - Desktop,9,12.1,False
SESS0005619,CUST00281,2026-04-27,Website - Mobile Browser,8,19.1,False
SESS0005620,CUST00281,2026-06-06,Website - Desktop,8,25.4,False
SESS0005621,CUST00281,2025-09-26,Mobile App,19,19.3,True
SESS0005622,CUST00281,2025-08-30,Website - Mobile Browser,9,3.6,True
SESS0005623,CUST00281,2026-07-03,Website - Mobile Browser,11,28.4,False
SESS0005624,CUST00281,2025-09-14,Mobile App,17,7.0,True
SESS0005625,CUST00281,2026-06-29,Mobile App,12,9.2,False
SESS0005626,CUST00281,2025-12-17,Website - Mobile Browser,21,8.0,False
SESS0005627,CUST00281,2026-07-17,Mobile App,12,19.1,True
SESS0005628,CUST00281,2025-11-08,Website - Mobile Browser,21,1.7,False
SESS0005629,CUST00281,2025-10-20,Website - Mobile Browser,10,25.9,True
SESS0005630,CUST00281,2025-11-11,Website - Desktop,6,20.0,False
SESS0005631,CUST00281,2026-06-25,Mobile App,11,17.2,False
SESS0005632,CUST00282,2026-01-04,Mobile App,24,20.7,False
SESS0005633,CUST00282,2026-07-20,Mobile App,8,17.0,False
SESS0005634,CUST00282,2026-03-25,Website - Mobile Browser,14,29.6,False
SESS0005635,CUST00282,2026-06-21,Website - Desktop,2,29.8,False
SESS0005636,CUST00282,2026-02-14,Mobile App,24,15.9,False
SESS0005637,CUST00282,2026-05-07,Mobile App,7,23.5,False
SESS0005638,CUST00282,2025-12-09,Mobile App,21,6.8,False
SESS0005639,CUST00282,2025-10-02,Website - Desktop,18,6.9,False
SESS0005640,CUST00282,2026-03-17,Website - Desktop,22,21.1,True
SESS0005641,CUST00282,2026-07-17,Website - Mobile Browser,4,15.6,False
SESS0005642,CUST00282,2025-10-20,Mobile App,23,22.8,False
SESS0005643,CUST00282,2026-01-23,Website - Mobile Browser,20,26.2,False
SESS0005644,CUST00282,2026-03-06,Website - Mobile Browser,1,5.8,False
SESS0005645,CUST00282,2026-04-06,Mobile App,17,5.4,True
SESS0005646,CUST00282,2025-10-22,Mobile App,12,28.0,False
SESS0005647,CUST00282,2026-03-13,Website - Mobile Browser,11,4.0,False
SESS0005648,CUST00282,2026-02-12,Mobile App,3,24.5,False
SESS0005649,CUST00282,2026-08-15,Mobile App,11,13.4,False
SESS0005650,CUST00282,2026-05-02,Website - Desktop,16,2.6,True
SESS0005651,CUST00282,2026-07-18,Website - Mobile Browser,22,17.0,False
SESS0005652,CUST00282,2026-08-13,Mobile App,8,2.2,True
SESS0005653,CUST00282,2026-04-22,Website - Desktop,11,24.2,False
SESS0005654,CUST00282,2025-10-18,Website - Desktop,17,18.9,False
SESS0005655,CUST00282,2026-02-03,Mobile App,22,25.2,True
SESS0005656,CUST00282,2026-05-26,Mobile App,13,13.4,False
SESS0005657,CUST00282,2025-10-14,Mobile App,20,26.2,True
SESS0005658,CUST00282,2026-01-11,Website - Mobile Browser,16,20.0,True
SESS0005659,CUST00282,2026-01-10,Website - Desktop,11,22.6,False
SESS0005660,CUST00282,2025-10-27,Mobile App,13,8.8,False
SESS0005661,CUST00282,2025-09-03,Website - Desktop,9,21.1,True
SESS0005662,CUST00282,2026-05-01,Website - Mobile Browser,10,9.8,False
SESS0005663,CUST00282,2026-06-17,Mobile App,12,13.6,False
SESS0005664,CUST00282,2026-07-28,Website - Desktop,22,24.4,False
SESS0005665,CUST00282,2026-03-25,Website - Mobile Browser,5,29.5,False
SESS0005666,CUST00282,2025-10-31,Website - Mobile Browser,14,19.8,False
SESS0005667,CUST00282,2026-07-14,Website - Mobile Browser,2,21.4,False
SESS0005668,CUST00282,2026-08-11,Website - Desktop,4,23.0,True
SESS0005669,CUST00283,2026-08-02,Website - Desktop,24,13.3,False
SESS0005670,CUST00283,2026-03-19,Mobile App,18,26.0,True
SESS0005671,CUST00283,2026-07-11,Website - Desktop,14,9.0,False
SESS0005672,CUST00283,2026-08-17,Mobile App,21,11.4,False
SESS0005673,CUST00283,2026-07-12,Website - Mobile Browser,1,29.1,False
SESS0005674,CUST00283,2025-09-20,Website - Mobile Browser,24,6.7,True
SESS0005675,CUST00283,2025-10-14,Website - Mobile Browser,8,8.1,False
SESS0005676,CUST00284,2026-04-30,Mobile App,25,14.8,False
SESS0005677,CUST00284,2026-05-15,Website - Desktop,2,7.8,False
SESS0005678,CUST00284,2026-04-06,Website - Mobile Browser,24,27.0,False
SESS0005679,CUST00285,2026-08-19,Mobile App,25,16.4,True
SESS0005680,CUST00285,2026-06-07,Website - Desktop,20,29.2,False
SESS0005681,CUST00285,2026-04-24,Website - Desktop,25,10.0,True
SESS0005682,CUST00285,2026-08-08,Mobile App,11,26.0,False
SESS0005683,CUST00285,2025-12-20,Website - Mobile Browser,16,25.7,False
